Dataset,Region,Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
191,City of Cape Town,City,,,,,,,,,,437.996951,387.044807,358.7626264,328.9034507,342.3004781,338.3464143,329.4343293,311.5141451,306.8901626,314.2556683,305.6231157,281.4929967,259.9164146,258.4858821,
191,City of Johannesburg,City,,,,,,,,,,562.1948534,526.7873189,482.3843846,460.3647948,463.9094813,416.6358341,373.8453668,348.5927448,342.55841,339.4329716,337.7839737,301.208927,294.7041762,291.5406952,
191,City of Tshwane,City,,,,,,,,,,429.4733757,425.9778978,418.2616372,406.6473865,379.0609153,344.5679985,304.2630776,265.7822988,257.3083744,236.029649,230.498277,202.5170263,205.3346275,202.5805709,
191,Ekurhuleni,City,,,,,,,,,,375.7806039,353.4203983,321.1609637,317.4223256,315.3161843,305.1362903,280.4522011,257.852173,261.3634494,266.6952186,263.2896637,243.2204604,233.5967638,235.2567859,
191,eThekwini,City,,,,,,,,,,351.0577684,341.1887951,349.1490725,335.4793584,330.9180934,316.0066365,307.8624924,298.1262003,293.4755841,287.3733031,268.8147956,246.011296,236.6811938,224.1114476,
191,Mangaung,City,,,,,,,,,,729.3670707,691.1402469,716.9573012,638.2535259,645.3992043,621.0923934,597.7390041,617.2095698,560.6202751,509.0316518,466.6695571,423.9822963,391.0348964,394.3079513,
191,Nelson Mandela Bay,City,,,,,,,,,,657.7538106,646.3430191,632.771053,579.1128232,555.1645914,532.8459005,483.3763894,456.9516193,429.0244406,396.6588121,356.3468189,314.8855798,299.5302824,319.0574581,
191,The Msunduzi,City,,,,,,,,,,301.9687185,291.4650735,232.1535929,249.2172597,286.1573707,315.8996527,302.4884566,274.7262024,265.0267451,284.1495019,284.7461334,265.6925081,247.5256992,267.1122676,
192,Buffalo City,City,,,,,,,,,,366,284,275,275,229,186,172,176,147,180,186,169,176,163,
192,City of Cape Town,City,,,,,,,,,,1550,1773,1559,1526,1419,1765,1793,2644,2714,3145,2814,2724,2929,3095,
192,City of Johannesburg,City,,,,,,,,,,2227,2134,1951,1927,1740,1463,1384,1428,1533,1654,1723,1932,1824,1785,
192,City of Tshwane,City,,,,,,,,,,1308,1428,1292,1291,1231,938,694,670,782,865,911,961,861,830,
192,Ekurhuleni,City,,,,,,,,,,1275,1287,1193,1133,1097,981,811,844,867,979,1160,1145,1088,1082,
192,eThekwini,City,,,,,,,,,,2265,2271,2211,2248,2013,1703,1611,1722,1708,1689,1748,1779,1882,1974,
192,Mangaung,City,,,,,,,,,,429,462,385,374,335,289,333,333,296,222,293,200,192,234,
192,Nelson Mandela Bay,City,,,,,,,,,,586,657,610,593,570,482,569,549,661,598,712,747,904,903,
192,The Msunduzi,City,,,,,,,,,,181,180,146,146,183,166,130,138,152,157,167,196,247,263,
193,Buffalo City,City,,,,,,,,,,48.25595943,37.1479932,35.7739596,35.5408995,29.38107185,23.67764666,21.71705506,22.17016049,18.47475587,22.57957189,23.29487755,21.13653638,21.98957431,20.36393104,
193,City of Cape Town,City,,,,,,,,,,47.57500168,53.18379004,45.71027579,43.67824086,39.61539665,48.0396928,47.56992449,68.51704514,68.72111396,77.85836434,68.13686006,64.52805882,67.9363893,70.33706745,
193,City of Johannesburg,City,,,,,,,,,,61.13320012,56.86499765,50.33598622,48.06430946,41.91300158,34.02010522,31.0602706,30.99180921,32.18965567,33.62413218,33.92607325,36.85703002,33.74602407,32.0403978,
193,City of Tshwane,City,,,,,,,,,,53.33249553,56.5962447,49.68226857,48.14579751,44.51669402,32.89950963,23.61424467,22.16506599,25.15818314,27.0740812,27.74629101,28.48219849,24.8549296,23.34007133,
193,Ekurhuleni,City,,,,,,,,,,46.86689523,46.22950022,41.79611974,38.63767672,36.36096439,31.57914346,25.34225461,25.6757001,25.70059097,28.30600813,32.73483493,31.54949894,29.28033169,28.45381649,
193,eThekwini,City,,,,,,,,,,71.02687321,70.08952995,67.36788545,67.52843818,59.55638105,49.59536466,46.1664782,48.70252508,47.67512817,46.54075261,47.55472753,47.78404799,49.83598195,51.50727647,
193,Mangaung,City,,,,,,,,,,57.99786345,61.78537037,51.01248585,49.0762374,43.52903834,37.18576791,42.44074379,41.98790332,36.90095651,27.35536836,35.67288814,24.04891074,22.82027359,27.51806162,
193,Nelson Mandela Bay,City,,,,,,,,,,53.66802186,59.58290494,54.88274454,52.88986665,50.37310046,42.19348186,49.33473822,47.32436125,56.62642876,50.91263568,60.23716407,62.79218582,75.53009073,75.08701711,
193,The Msunduzi,City,,,,,,,,,,30.72306805,30.46673242,24.54339215,24.33827419,30.21742575,27.12847509,21.01737005,22.02917835,23.95009825,24.41788276,25.6348271,29.68969874,36.94190193,38.8339007,
194,Buffalo City,City,,,,,,,,,,0,0,0,119,132,136,109,93,69,57,50,46,39,62,
194,City of Cape Town,City,,,,,,,,,,0,0,0,157,190,191,246,205,187,192,213,168,175,147,
194,City of Johannesburg,City,,,,,,,,,,0,0,0,298,294,245,244,236,165,186,146,123,146,143,
194,City of Tshwane,City,,,,,,,,,,0,0,0,207,150,122,111,72,65,57,42,32,36,28,
194,Ekurhuleni,City,,,,,,,,,,0,0,0,204,159,160,132,118,113,97,94,86,85,106,
194,eThekwini,City,,,,,,,,,,0,0,3,101,130,119,123,81,77,63,66,72,69,78,
194,Mangaung,City,,,,,,,,,,0,0,0,91,100,80,98,85,76,63,84,35,47,54,
194,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,124,111,102,95,94,73,51,49,29,46,33,
194,The Msunduzi,City,,,,,,,,,,0,0,0,11,5,6,3,4,1,4,1,6,3,5,
195,Buffalo City,City,,,,,,,,,,0,0,0,15.37951651,16.93581434,17.31268788,13.76255234,11.71491435,8.671824182,7.150197766,6.262063857,5.753140079,4.872689761,7.745789719,
195,City of Cape Town,City,,,,,,,,,,0,0,0,4.493763968,5.304387149,5.198629646,6.526604252,5.312403273,4.735021485,4.753197441,5.157480879,3.979704068,4.059019504,3.340726628,
195,City of Johannesburg,City,,,,,,,,,,0,0,0,7.432882313,7.081851991,5.697146807,5.47594366,5.12189564,3.464640043,3.781190196,2.874757223,2.346487936,2.701162015,2.566821784,
195,City of Tshwane,City,,,,,,,,,,0,0,0,7.719736703,5.424454998,4.279040698,3.776918096,2.38191754,2.09115333,1.784072403,1.279192341,0.94841868,1.039230506,0.7873759,
195,Ekurhuleni,City,,,,,,,,,,0,0,0,6.956827936,5.270185358,5.150522888,4.124756607,3.589730582,3.349673333,2.804578946,2.652650416,2.369656689,2.287525913,2.787527309,
195,eThekwini,City,,,,,,,,,,0,0,0.091408257,3.033973424,3.846164698,3.465559833,3.524814909,2.290885326,2.149288565,1.735978339,1.795544632,1.933924371,1.827142803,2.035241927,
195,Mangaung,City,,,,,,,,,,0,0,0,11.94100963,12.99374279,10.29363818,12.49006874,10.71763298,9.474569915,7.76300994,10.2270396,4.208559379,5.586212806,6.350321912,
195,Metro average,City,,,,,,,,,,0,0,0.010156473,7.761224133,7.499079174,6.811853813,6.48928688,5.5412003,4.483054236,3.859598247,3.838640675,2.765163879,2.962779522,3.232904009,
195,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,11.05960112,9.809498511,8.928911098,8.236907084,8.102896098,6.253750831,4.342047525,4.145535168,2.43771538,3.843345325,2.744043815,
195,The Msunduzi,City,,,,,,,,,,0,0,0,1.83370559,0.825612725,0.980547293,0.485016232,0.638526909,0.157566436,0.622111663,0.153501959,0.908868329,0.448687068,0.738287086,
196,Buffalo City,City,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
196,City of Cape Town,City,,,,,,,,,,1,4,6,1,1,0,0,0,0,1,0,0,1,0,
196,City of Johannesburg,City,,,,,,,,,,21,41,33,20,28,14,11,0,5,6,1,0,3,1,
196,City of Tshwane,City,,,,,,,,,,5,16,23,15,9,10,4,0,0,0,0,1,2,0,
196,Ekurhuleni,City,,,,,,,,,,16,13,18,10,17,6,3,0,2,0,1,0,1,0,
196,eThekwini,City,,,,,,,,,,3,7,5,3,0,1,1,0,0,0,0,0,1,0,
196,Mangaung,City,,,,,,,,,,0,1,1,3,2,0,0,0,0,0,0,0,1,0,
196,Nelson Mandela Bay,City,,,,,,,,,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
196,The Msunduzi,City,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
197,Buffalo City,City,,,,,,,,,,0,0.130802793,0,0,0,0,0,0,0,0,0,0,0,0.124932092,
197,City of Cape Town,City,,,,,,,,,,0.030693549,0.11998599,0.175921523,0.0286227,0.027917827,0,0,0,0,0.024756237,0,0,0.023194397,0,
197,City of Johannesburg,City,,,,,,,,,,0.576469332,1.092532757,0.85140315,0.498851162,0.674462094,0.325551246,0.246866313,0,0.104989092,0.121973877,0.019690118,0,0.055503329,0.017949803,
197,City of Tshwane,City,,,,,,,,,,0.203870396,0.634131593,0.88443667,0.55940121,0.3254673,0.350741041,0.136105157,0,0,0,0,0.029638084,0.057735028,0,
197,Ekurhuleni,City,,,,,,,,,,0.588133587,0.466964649,0.630620415,0.341020977,0.563478938,0.193144608,0.093744468,0,0.059286254,0,0.028219685,0,0.02691207,0,
197,eThekwini,City,,,,,,,,,,0.094075329,0.216039943,0.152347095,0.090118022,0,0.029122352,0.028657032,0,0,0,0,0,0.02648033,0,
197,Mangaung,City,,,,,,,,,,0,0.133734568,0.132499963,0.393659658,0.259874856,0,0,0,0,0,0,0,0.118855592,0,
197,Metro average,City,,,,,,,,,,0.165915799,0.329272435,0.334130249,0.212408192,0.225327637,0.099839916,0.056152552,0,0.018252816,0.016303346,0.005323311,0.00329312,0.034297861,0.015875766,
197,Nelson Mandela Bay,City,,,,,,,,,,0,0,0.179943425,0,0.176747721,0,0,0,0,0,0,0,0,0,
197,The Msunduzi,City,,,,,,,,,,0,0.169259625,0,0,0,0,0,0,0,0,0,0,0,0,
198,Buffalo City,City,,,,,,,,,,882,818,947,1226,1465,1532,1292,1346,1415,1131,988,1062,1065,1186,
198,City of Cape Town,City,,,,,,,,,,4725,6872,7119,6629,7201,6700,6783,7350,7308,7383,6843,6237,5830,5269,
198,City of Johannesburg,City,,,,,,,,,,4947,5162,5160,5786,5699,5683,5537,5601,5938,6012,5544,5893,5452,5320,
198,City of Tshwane,City,,,,,,,,,,2930,3521,4002,4462,4321,3909,3524,3470,3494,3851,3413,3869,3781,3908,
198,Ekurhuleni,City,,,,,,,,,,3351,3665,3644,4361,4585,4141,3862,3698,3821,4063,4352,4237,3860,3730,
198,eThekwini,City,,,,,,,,,,4018,4612,4875,5000,4764,4647,4567,5086,4511,4328,4805,4442,4339,4147,
198,Mangaung,City,,,,,,,,,,979,1101,1424,1950,1613,1800,1570,1707,1628,1442,1430,1287,1245,1240,
198,Nelson Mandela Bay,City,,,,,,,,,,2184,2276,2595,2152,2196,2050,1766,2005,1914,2008,1848,2132,1823,1643,
198,The Msunduzi,City,,,,,,,,,,636,712,532,541,566,604,655,745,813,781,833,727,763,739,
199,Buffalo City,City,,,,,,,,,,116.2889514,106.9966847,123.1925081,158.4477919,187.9618789,195.022337,163.1304369,169.551341,177.835235,141.8749767,123.7383818,132.8224949,133.0619127,148.1694614,
199,City of Cape Town,City,,,,,,,,,,145.0270213,206.1359307,208.7308873,189.7398812,201.0362729,182.3603069,179.9591734,190.469093,185.0456525,182.7752954,165.6931533,147.7465135,135.2233355,119.7434599,
199,City of Johannesburg,City,,,,,,,,,,135.7997041,137.5525388,133.1284925,144.3176412,137.2771241,132.1505523,124.2635248,121.5582097,124.6850459,122.2178251,109.162014,112.4215724,100.86805,95.49295029,
199,City of Tshwane,City,,,,,,,,,,119.4680519,139.5485837,153.8919805,166.4032134,156.260467,137.1046729,119.908643,114.7951925,112.4075344,120.5344355,103.9496062,114.6697461,109.1480707,109.8951792,
199,Ekurhuleni,City,,,,,,,,,,123.1772282,131.6481106,127.6655996,148.7192482,151.9735841,133.3019705,120.6803789,112.4985059,113.2663877,117.4742707,122.8120703,116.7469232,103.8805885,98.08940436,
199,eThekwini,City,,,,,,,,,,125.9982236,142.3394593,148.5384177,150.1967041,140.9471432,135.3315676,130.8766641,143.8449724,125.9148145,119.2589564,130.7210903,119.3123896,114.8981539,108.2070291,
199,Mangaung,City,,,,,,,,,,132.3540986,147.2417593,188.6799477,255.8787779,209.5890712,231.6068589,200.0959993,215.2352882,202.9552608,177.686672,174.1031742,154.7547406,147.9752116,145.8222069,
199,Metro average,City,,,,,,,,,,134.0096746,148.7094319,156.3040571,166.2028696,163.6193222,158.337811,144.214422,151.0790321,148.2421833,141.5830236,134.9325022,131.9792262,123.4983163,119.017627,
199,Nelson Mandela Bay,City,,,,,,,,,,200.0187026,206.4089675,233.4765936,191.9375936,194.0689976,179.4536054,153.1197675,172.8330497,163.9682067,170.957479,156.3458977,179.21411,152.3134462,136.6201208,
199,The Msunduzi,City,,,,,,,,,,107.9550899,120.5128527,89.43208647,90.18497492,93.45936053,98.70842745,105.8952106,118.9256367,128.1015123,121.4673021,127.8671316,110.1245458,114.1160776,109.1188313,
200,Buffalo City,City,,,,,,,,,,5864,5411,5239,5350,5553,5908,6166,5393,5231,5002,4930,5319,5082,5071,
200,City of Cape Town,City,,,,,,,,,,28172,30693,29984,29482,28824,28799,28614,30945,31891,28748,28143,26651,24509,21932,
200,City of Johannesburg,City,,,,,,,,,,24780,22259,20726,22870,24323,22974,20877,22688,22466,21693,21847,20384,18344,17487,
200,City of Tshwane,City,,,,,,,,,,21591,19706,18916,20527,21682,20308,17836,18390,17714,17074,16612,16330,13752,13174,
200,Ekurhuleni,City,,,,,,,,,,15063,13848,12839,14131,16199,15023,14096,14808,15464,15479,14534,14992,13042,12252,
200,eThekwini,City,,,,,,,,,,16601,15995,15047,15606,18196,17936,19427,21963,19831,18770,18020,17166,15800,16242,
200,Mangaung,City,,,,,,,,,,5326,5174,5002,5539,5424,5377,5386,6446,5973,5894,5299,4634,4437,4185,
200,Nelson Mandela Bay,City,,,,,,,,,,10212,9725,8575,7483,6909,6653,6555,7208,6550,6747,5962,5478,5068,4724,
200,The Msunduzi,City,,,,,,,,,,2715,2737,2277,2110,2265,2349,2769,2871,2827,3196,3832,3710,3657,3776,
201,Buffalo City,City,,,,,,,,,,773.150126,707.7739128,681.5264521,691.4320447,712.4589171,752.0835295,778.5311717,679.3390655,657.4248159,627.4612145,617.4394963,665.2380887,634.9489581,633.5306397,
201,City of Cape Town,City,,,,,,,,,,864.6986757,920.6824973,879.1384922,843.8544542,804.7034483,783.8499223,759.1555044,801.9137526,807.5110705,711.6922919,681.4412412,631.3279352,568.4714801,498.4273225,
201,City of Johannesburg,City,,,,,,,,,,680.2338119,593.1386985,534.7327783,570.4363037,585.8907687,534.2295949,468.5298189,492.3964758,471.7369891,440.9965534,430.1700071,388.8683747,339.3843561,313.8881996,
201,City of Tshwane,City,,,,,,,,,,880.3531429,781.0123235,727.3914801,765.5219097,784.0868884,712.2849057,606.8928933,608.3814382,569.8875398,534.4079335,505.9510278,483.9899078,396.9860533,370.4603611,
201,Ekurhuleni,City,,,,,,,,,,553.691014,497.4251119,449.8075284,481.896743,536.9291359,483.6019084,440.4740086,450.4807667,458.4013135,447.5471908,410.1449059,413.09178,350.9872113,322.196081,
201,eThekwini,City,,,,,,,,,,520.5815109,493.6512689,458.4733479,468.7939529,538.3447142,522.3384971,556.7201564,621.1693138,553.5395005,517.2113242,490.238095,461.079802,418.3892214,423.7999921,
201,Mangaung,City,,,,,,,,,,720.038743,691.9426544,662.7648162,726.826949,704.7806088,691.8611559,686.4439822,812.7748492,744.6263961,726.2727077,645.1557483,557.2132618,527.36226,492.1499482,
201,Metro average,City,,,,,,,,,,709.8717034,670.0937798,616.4575981,618.6568535,627.974672,605.169598,590.3071229,616.2328133,585.5213509,564.12042,541.4624082,513.6965292,467.4350522,444.980109,
201,Nelson Mandela Bay,City,,,,,,,,,,935.2522853,881.9539582,771.5074335,667.4112515,610.5750019,582.3926033,568.3465888,621.3369689,561.1242184,574.4273461,504.4016463,460.4760293,423.4363936,392.8140297,
201,The Msunduzi,City,,,,,,,,,,460.8460207,463.2635924,382.7760543,351.7380723,374.0025646,383.884265,447.669982,458.3026886,445.4403142,497.0672184,588.2195058,561.9835834,546.9495359,557.554407,
202,Buffalo City,City,,,,,,,,,,36,51,71,61,67,53,68,59,82,91,128,85,104,127,
202,City of Cape Town,City,,,,,,,,,,947,891,904,672,551,426,515,747,922,1451,1950,2113,2090,2217,
202,City of Johannesburg,City,,,,,,,,,,3117,3335,3401,3472,3032,2342,2122,2182,2620,2901,3135,3730,3813,3279,
202,City of Tshwane,City,,,,,,,,,,1473,1368,1300,1304,1237,971,840,830,1025,1371,1452,1815,1552,1549,
202,Ekurhuleni,City,,,,,,,,,,2051,1959,2122,2080,2315,1933,1481,1373,1681,1664,1784,1898,1892,1810,
202,eThekwini,City,,,,,,,,,,2260,2633,2902,2965,2773,1973,1768,1983,1829,1760,1865,2308,1996,2118,
202,Mangaung,City,,,,,,,,,,53,63,92,167,180,118,181,163,149,179,133,111,120,111,
202,Nelson Mandela Bay,City,,,,,,,,,,355,421,359,402,344,254,379,423,473,464,595,656,620,610,
202,The Msunduzi,City,,,,,,,,,,68,74,62,106,82,87,62,60,66,58,86,167,156,179,
203,Buffalo City,City,,,,,,,,,,4.746487813,6.670942442,9.236185933,7.883617706,8.596208796,6.746856308,8.585812467,7.432042438,10.30564613,11.41522801,16.03088347,10.63080232,12.99383936,15.86637571,
203,City of Cape Town,City,,,,,,,,,,29.06679135,26.72687926,26.5055095,19.23445469,15.38272273,11.59484937,13.66341947,19.35787924,23.34593481,35.92129941,47.21637424,50.05425414,48.47629008,50.3836118,
203,City of Johannesburg,City,,,,,,,,,,85.56451944,88.86821329,87.74612462,86.60056172,73.03460965,54.46007274,47.62275593,47.35583172,55.01428431,58.97436968,61.72851981,71.1577236,70.54473124,58.85740301,
203,City of Tshwane,City,,,,,,,,,,60.06021858,54.21825122,49.98989872,48.63061189,44.73367222,34.05695506,28.58208289,27.45821608,32.97587944,42.91163622,44.22350664,53.79312202,44.80238182,43.55875963,
203,Ekurhuleni,City,,,,,,,,,,75.39137421,70.36798052,74.34314006,70.93236327,76.73257298,62.22475464,46.2785192,41.76864483,49.83009622,48.11153986,50.34391854,52.29777204,50.91763562,47.59834367,
203,eThekwini,City,,,,,,,,,,70.87008099,81.26188127,88.42225399,89.06664555,82.0416516,57.45839958,50.66563219,56.08426669,51.05258163,48.49717265,50.73773847,61.9930201,52.85473962,55.26464618,
203,Mangaung,City,,,,,,,,,,7.16523721,8.425277778,12.18999662,21.91372098,23.38873702,15.18311631,23.06839227,20.55263736,18.57514365,22.05680602,16.1928127,13.34714546,14.26267099,13.05343949,
203,Metro average,City,,,,,,,,,,41.87991947,43.02720618,43.46172117,44.198527,40.87231463,30.90863102,29.03902303,29.5611616,32.44664774,35.15697662,38.89039596,43.74594199,41.10951413,40.19294348,
203,Nelson Mandela Bay,City,,,,,,,,,,32.51219754,38.18021763,32.29984474,35.85451331,30.400608,22.2347394,32.86092405,36.46303244,40.52087867,39.50411866,50.33864132,55.14280308,51.8016109,50.72323415,
203,The Msunduzi,City,,,,,,,,,,11.54236811,12.52521222,10.42253639,17.67025387,13.5400487,14.21793574,10.02366879,9.577903628,10.39938477,9.020619107,13.20116845,25.29683515,23.33172754,26.43067766,
204,Buffalo City,City,,,,,,,,,,1020,2335,1558,1917,2088,2100,2102,2056,1636,1304,1469,1439,1485,1812,
204,City of Cape Town,City,,,,,,,,,,5474,5940,7744,9089,9083,9158,9223,8879,8209,7549,7918,8333,8711,9395,
204,City of Johannesburg,City,,,,,,,,,,11602,12585,13175,14419,15480,15362,13407,11826,10786,10088,9665,10137,10483,11550,
204,City of Tshwane,City,,,,,,,,,,5358,6129,5979,7169,7995,7866,7173,7630,7266,6067,6075,5846,6158,7567,
204,Ekurhuleni,City,,,,,,,,,,4497,5136,5322,6012,7155,7810,6942,7144,5882,5226,5556,5786,5758,6652,
204,eThekwini,City,,,,,,,,,,4465,5736,5544,6580,6825,7146,6332,6727,5984,5609,5664,6094,6089,7416,
204,Mangaung,City,,,,,,,,,,653,769,1163,1578,1587,1977,2362,2371,2049,1871,1876,2315,1755,2023,
204,Nelson Mandela Bay,City,,,,,,,,,,1199,1257,1304,1441,1536,1466,1257,1344,1418,1274,1514,1641,1570,1705,
204,The Msunduzi,City,,,,,,,,,,615,942,1003,1258,1336,1446,983,945,955,687,708,852,798,968,
205,Buffalo City,City,,,,,,,,,,134.4838214,305.4245216,202.675742,247.7523794,267.8937905,267.3282688,265.4026148,258.9877839,205.6102082,163.5764542,183.9794361,179.9732299,185.5370332,226.3769511,
205,City of Cape Town,City,,,,,,,,,,168.0164898,178.1791951,227.056046,260.1517243,253.5776235,249.2620434,244.6945976,230.0918471,207.8598469,186.8848306,191.722693,197.3980595,202.0463937,213.5110658,
205,City of Johannesburg,City,,,,,,,,,,318.4855805,335.3542621,339.9162575,359.6467452,372.8811865,357.2227316,300.8851502,256.6590586,226.4824697,205.0787457,190.3049901,193.3849448,193.9471329,207.320221,
205,City of Tshwane,City,,,,,,,,,,218.4675161,242.9120334,229.9150803,267.3564851,289.1234514,275.8929027,244.0705721,252.4170948,233.7587707,189.8941626,185.026035,173.2642377,177.7661516,212.7883371,
205,Ekurhuleni,City,,,,,,,,,,165.3022964,184.4869566,186.4534361,205.0218115,237.1583411,251.4098985,216.9246997,217.3308075,174.3608721,151.1003049,156.7885714,159.4282977,154.9596966,174.9304874,
205,eThekwini,City,,,,,,,,,,140.0154476,177.0293015,168.922459,197.6588626,201.9236466,208.1083241,181.4563252,190.2566122,167.0304256,154.5571826,154.0903757,163.6852099,161.2387322,193.5045402,
205,Mangaung,City,,,,,,,,,,88.28113015,102.8418827,154.0974573,207.0649802,206.210698,254.3815334,301.0361466,298.9589152,255.4393915,230.549073,228.4038845,278.3661418,208.5915633,237.9018746,
205,Metro average,City,,,,,,,,,,160.8057355,199.9630262,199.441037,231.4317217,242.7905231,247.5832014,224.709005,219.045364,193.6105443,166.3282757,169.6759943,179.1667212,170.5125012,194.5601616,
205,Nelson Mandela Bay,City,,,,,,,,,,109.8088024,113.9965168,117.3231129,128.5232679,135.7422497,128.3312125,108.9872864,115.854174,121.4769682,108.4660499,128.0885764,137.9410668,131.1750469,141.7755971,
205,The Msunduzi,City,,,,,,,,,,104.3905351,159.4425663,168.609742,209.7092393,220.6037203,236.3118975,158.923652,150.8519821,150.4759462,106.847678,108.6793868,129.0593027,119.3507601,142.9323798,
206,Buffalo City,City,,,,,,,,,,3294,3192,3437,3001,2728,2430,2471,2209,2086,1828,1668,1620,1691,1839,
206,City of Cape Town,City,,,,,,,,,,23618,21710,20208,19936,21724,19770,19986,20612,21065,22192,23802,23000,22663,22944,
206,City of Johannesburg,City,,,,,,,,,,22953,21759,23036,23956,24340,22553,20138,18198,18074,17580,18182,17031,17709,18353,
206,City of Tshwane,City,,,,,,,,,,15526,14532,13091,12664,12139,10824,9754,9388,9572,9322,9324,9312,9701,10420,
206,Ekurhuleni,City,,,,,,,,,,13522,12735,11794,11936,11858,11869,10799,9906,9831,9673,9992,9459,9597,10275,
206,eThekwini,City,,,,,,,,,,15799,14538,14357,14767,15358,15364,15458,14161,11660,10657,10512,9666,10022,10608,
206,Mangaung,City,,,,,,,,,,6662,6120,6011,6289,6278,6250,6081,5951,5746,5175,4991,4352,4154,4288,
206,Nelson Mandela Bay,City,,,,,,,,,,6473,5893,5498,4742,5165,5310,4898,4531,4109,3550,3426,3188,3125,3489,
206,The Msunduzi,City,,,,,,,,,,2851,2808,2033,2212,2770,3214,3191,2928,2513,2348,2301,2211,2224,2318,
207,Buffalo City,City,,,,,,,,,,434.3036349,417.5225152,447.1094514,387.8481432,350.0068298,309.3369967,311.9932736,278.2607075,262.1655833,229.3080968,208.9024503,202.6105854,211.2748304,229.7501176,
207,City of Cape Town,City,,,,,,,,,,724.9202514,651.2239604,592.5036903,570.6221559,606.4868759,538.0989952,530.2467991,534.1427135,533.3862438,549.3904043,576.3303281,544.8404379,525.654623,521.4260664,
207,City of Johannesburg,City,,,,,,,,,,630.08098,579.8151283,594.3309987,597.5239218,586.3002635,524.4398038,451.9448911,394.9502409,379.5145705,357.3834605,358.0057248,324.9027321,327.6361515,329.4327287,
207,City of Tshwane,City,,,,,,,,,,633.0583528,575.9500195,503.3982801,472.2837952,438.9830615,379.6421026,331.8924244,310.5755814,307.9464566,291.7740867,283.9806997,275.989836,280.0437539,293.0163172,
207,Ekurhuleni,City,,,,,,,,,,497.0463979,457.4457539,413.1965098,407.0426385,393.0431319,382.072226,337.4488379,301.3548403,291.42158,279.6772386,281.9710953,260.6346817,258.2751316,270.206067,
207,eThekwini,City,,,,,,,,,,495.4320396,448.684098,437.4494488,443.590946,454.3799802,447.435809,442.9803973,400.5089766,325.463697,293.6558914,285.9812905,259.6293468,265.385872,276.7929021,
